,CaseID,CASEID_NEW,qflag,weight1,weight1_freqwt,weight2,weight1a,weight1a_freqwt,weight_combo,weight_combo_freqwt,duration,speed_flag,xlgb,S3,DOV_Branch,Past_Partner_Q1,w6_relationship_end_nonmar,w6_breakup_nonmar,w6_relationship_end_mar,w6_who_breakup,Q5_2,Q6A_2,Q9B_2,Q10_2,Q11_2,Q12_2,Q14_2,Q15A7_2_1,Q16_2,Q17B_2,Q17C_2,Q17D_2,Q20_2,Q21A_2_Year,Q21A_2_Month,Q21B_2_Year,Q21B_2_Month,Q21C_2_Year,Q21C_2_Month,Q21D_2_Year,Q21D_2_Month,Q21E_2_Year,Q21E_2_Month,Q21F_2_start_range,Q21F_2_Year,Q21F_2_Month,w6_identity_2,w6_outness_2,w6_outness_timing_2,Q23_2,Q25_2,Q26_2,Q27_2,Q28_2,w6_friend_connect_2_1,w6_friend_connect_2_2,w6_friend_connect_2_3,w6_friend_connect_2_4,w6_friend_connect_2_Refused,Q32_2,w6_otherdate_2,w6_how_many_2,w6_otherdate_app_2,w6_how_many_app_2,partyid7,PERSNET_hom,ppc10017,ppc21310,ppp20071,ppp20072,ppage,ppagecat,ppagect4,ppeduc,ppeducat,ppethm,ppgender,pphhhead,pphhsize,pphouse,ppincimp,ppmarit,ppmsacat,PPREG4,ppreg9,pprent,PPT01,PPT25,PPT612,PPT1317,PPT18OV,ppwork,Race_1,Race_2,Race_3,Race_4,Race_5,Race_6,race1,race2,race3,race4,race5,race6,race7,race8,race9,race10,race11,race12,race13,race14,race15,w6_took_the_survey,w6_prior_identity_lgb,w6_same_sex_couple,w6_same_sex_couple_gender,w6_q4,w6_q5,w6_q6a,w6_q6b,w6_q9,w6_q10,w6_q11,w6_q12,w6_q14,w6_q15a1_truncated,w6_q15a4_truncated,w6_q15a7,w6_q16,w6_q17,w6_attraction,w6_q19,w6_q20,w6_q21a_year,w6_q21a_month,w6_q21a_month_flag,w6_q21b_year,w6_q21b_month,w6_q21b_month_flag,w6_q21c_year,w6_q21c_month,w6_q21c_month_flag,w6_q21d_year,w6_q21d_month,w6_q21e_year,w6_q21e_month,w6_q21f_year,w6_q21f_month,w6_identity_all,w6_outness_all,w6_outness_timing_all,w6_q23,w6_q24_length,w6_q25,w6_q26,w6_q27,w6_q28,w6_friend_connect_1_all,w6_friend_connect_2_all,w6_friend_connect_3_all,w6_friend_connect_4_all,w6_q32,w6_q34,w6_otherdate_all,w6_how_many_all,w6_otherdate_app_all,w6_how_many_app_all,w6_number_people_met,w6_otherdate_dichotomous,w6_married,relate_duration_at_w6_years,w6_number_people_met_app,weight_combo_v2,partnership_status,female,year_fraction_met,year_fraction_relstart,age_when_met,time_from_met_to_rel,year_fraction_first_cohab,time_from_rel_to_cohab,hcm2017q24_R_cowork,hcm2017q24_R_friend,hcm2017q24_R_family,hcm2017q24_R_sig_other,hcm2017q24_R_neighbor,hcm2017q24_P_cowork,hcm2017q24_P_friend,hcm2017q24_P_family,hcm2017q24_P_sig_other,hcm2017q24_P_neighbor,hcm2017q24_btwn_I_cowork,hcm2017q24_btwn_I_friend,hcm2017q24_btwn_I_family,hcm2017q24_btwn_I_sig_other,hcm2017q24_btwn_I_neighbor,hcm2017q24_school,hcm2017q24_college,hcm2017q24_mil,hcm2017q24_church,hcm2017q24_vol_org,hcm2017q24_customer,hcm2017q24_bar_restaurant,hcm2017q24_party,hcm2017q24_internet_other,hcm2017q24_internet_dating,hcm2017q24_internet_soc_network,hcm2017q24_internet_game,hcm2017q24_internet_chat,hcm2017q24_internet_org,hcm2017q24_public,hcm2017q24_blind_date,hcm2017q24_vacation,hcm2017q24_single_serve_nonint,hcm2017q24_business_trip,hcm2017q24_work_neighbors,hcm2017q24_met_online,hcm2017_q24_length,hcm2017q24_summary_all_codes,hcm2017q24_met_through_family,hcm2017q24_met_through_friend,hcm2017q24_met_through_as_nghbrs,hcm2017q24_met_as_through_cowork,w6_subject_race,interracial_5cat,partner_mother_yrsed,subject_mother_yrsed,partner_yrsed,subject_yrsed
2499,3022,2964883,Qualified,0.7716,60445.0,,0.7672,60101.0,0.86751676,60214.0,15,Completed survey in over 2 minutes,gen pop,Yes,2,Yes,nan,nan,"[Partner Name] passed away, is deceased",nan,nan,No (Not Latino or Hispanic),1947.0,HS graduate or GED,12th grade no diploma,Leans Democrat,HS graduate or GED,I met [Partner Name] in [answer in Q15A7_2],0.0,Once,I am sexually attracted only to men,nan,Yes,1969,February,1969,March,1970,May,1970,May,nan,nan,Q21D_2,2001,August,heterosexual or straight,nan,nan,We earned about the same amount,Different High School,nan,No,No,No,No,No,Yes,No,"No, I did NOT meet [Partner Name] through the Internet","No, I have not met anyone for dating, romance, or sex in the past year",nan,nan,nan,Leans Democrat,Yes,No,Not asked,Not asked,Never,72,65-74,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Female,Yes,4,A one-family house attached to one or more houses,"$20,000 to $24,999",Widowed,Metro,West,Mountain,Rented for cash,0,0,0,0,4,Not working - retired,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,took the survey,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Male,nan,No (Not Latino or Hispanic),White,70.0,HS graduate or GED,12th grade no diploma,Leans Democrat,HS graduate or GED,United States,United States,I met [Partner Name] in [Answer in Q15A6],0.0,1.0,sexually attracted only to opposite gender,nan,Yes,1969.0,February,no,1969.0,March,0.0,1970.0,May,,1970.0,May,,nan,2001.0,August,heterosexual or straight,nan,,We earned about the same amount,26.0,Different High School,,No,No,no,no,no,yes,"No, I did NOT meet [Partner Name] through the Internet",nan,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,,,0.8494556,"unpartnered, has had past partner",1,1969125,1969.2084,24.0,0.08337402,1970375,1.166626,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,26.0,1.0,no,no,no,no,White,no,12.0,12.0,12.0,13.0
2503,3026,998173,Qualified,0.8086,63344.0,,804,62983.0,0.90912867,63103.0,12,Completed survey in over 2 minutes,gen pop,Yes,2,No,We broke up,We both equally wanted to break up,nan,nan,nan,No (Not Latino or Hispanic),1978.0,Bachelors degree,Professional or Doctorate degree,Strong Democrat,9th grade,"I met [Partner Name] somewhere else , Please specify the Country, State, and city or town:",2.0,Never married,nan,I am sexually attracted only to women,Yes,1997,September,1998,May,2000,January,nan,nan,2000,April,Q21C_2,nan,nan,heterosexual or straight,nan,nan,I earned more,Different High School,Attended same college or university,No,No,No,No,No,Yes,No,"No, I did NOT meet [Partner Name] through the Internet","No, I have not met anyone for dating, romance, or sex in the past year",nan,nan,nan,Leans Republican,Yes,No,At least once a week but not every day,Not asked,Never,49,45-54,45-59,"Some college, no degree",Some college,"White, Non-Hispanic",Male,No,1,A building with 2 or more apartments,"$15,000 to $19,999",Never married,Metro,Northeast,Mid-Atlantic,Rented for cash,0,0,0,0,1,Working - as a paid employee,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,took the survey,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Female,nan,No (Not Latino or Hispanic),White,39.0,Bachelors degree,Professional or Doctorate degree,Strong Democrat,9th grade,United States,United States,"I met [Partner Name] somewhere else, Please specify the Country, State, and city or town:",2.0,0.0,sexually attracted only to opposite gender,nan,Yes,1997.0,September,no,1998.0,May,0.0,2000.0,January,,,nan,2000.0,April,,nan,heterosexual or straight,nan,,I earned more,20.0,Different High School,1.0,No,No,no,no,no,yes,"No, I did NOT meet [Partner Name] through the Internet",nan,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,,,0.89020115,"unpartnered, has had past partner",0,1997.7084,1998375,29.0,0.666626,2000.0416,1.666626,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,20.0,1.0,no,no,no,no,White,no,20.0,9.0,16.0,13.0
2509,3034,2946521,Qualified,0.8572,67151.0,,0.8522,66759.0,0.9636311,66886.0,20,Completed survey in over 2 minutes,gen pop,Yes,2,Yes,nan,nan,"[Partner Name] passed away, is deceased",nan,nan,No (Not Latino or Hispanic),1931.0,Professional or Doctorate degree,1st-4th grade,Undecided/Independent/Other,Associate degree,"I met [Partner Name] somewhere else , Please specify the Country, State, and city or town:",5.0,Once,I am sexually attracted only to men,nan,Yes,1965,April,1965,Refused,1967,November,1967,November,nan,nan,Q21D_2,1973,July,heterosexual or straight,nan,nan,[Partner Name] earned more,Different High School,Did not attend same college or university,No,No,No,Yes,Yes,No,No,"No, I did NOT meet [Partner Name] through the Internet","No, I have not met anyone for dating, romance, or sex in the past year",nan,nan,nan,Leans Republican,Yes,Yes,Not asked,No,Once a week,79,75+,60+,Associate degree,Some college,"White, Non-Hispanic",Female,Yes,1,A building with 2 or more apartments,"$5,000 to $7,499",Widowed,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,took the survey,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Male,nan,No (Not Latino or Hispanic),White,86.0,Professional or Doctorate degree,1st-4th grade,Undecided/Independent/Other,Associate degree,United States,United States,"I met [Partner Name] somewhere else, Please specify the Country, State, and city or town:",5.0,1.0,sexually attracted only to opposite gender,nan,Yes,1965.0,April,no,1965.0,April,1.0,1967.0,November,,1967.0,November,,nan,1973.0,July,heterosexual or straight,nan,,[Partner Name] earned more,36.0,Different High School,2.0,No,No,no,yes,yes,no,"No, I did NOT meet [Partner Name] through the Internet",nan,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,,,0.9435689,"unpartnered, has had past partner",1,1965.2916,1965.2916,27.0,0.0,1967875,2.583374,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,36.0,2.0,no,no,no,yes,White,no,2.5,14.0,20.0,14.0
2521,3050,2579539,Qualified,0.9338,73152.0,,0.9284,72729.0,1.0497948,72866.0,11,Completed survey in over 2 minutes,gen pop,Yes,2,No,We broke up,I wanted to break up more,nan,nan,nan,No (Not Latino or Hispanic),1974.0,HS graduate or GED,HS graduate or GED,Strong Republican,HS graduate or GED,"I met [Partner Name] somewhere else , Please specify the Country, State, and city or town:",3.0,Never married,I am sexually attracted only to men,nan,Yes,2005,May,2005,June,2005,June,nan,nan,2010,October,Q21C_2,nan,nan,heterosexual or straight,nan,nan,I earned more,Different High School,nan,No,No,Yes,Yes,Yes,No,No,"No, I did NOT meet [Partner Name] through the Internet","No, I have not met anyone for dating, romance, or sex in the past year",nan,nan,nan,Not Strong Republican,Yes,Yes,Every day,No,Once a year or less,48,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,Yes,1,A one-family house detached from any other house,"$20,000 to $24,999",Never married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,took the survey,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Male,nan,No (Not Latino or Hispanic),White,43.0,HS graduate or GED,HS graduate or GED,Strong Republican,HS graduate or GED,United States,United States,"I met [Partner Name] somewhere else, Please specify the Country, State, and city or town:",3.0,0.0,sexually attracted only to opposite gender,nan,Yes,2005.0,May,no,2005.0,June,0.0,2005.0,June,,,nan,2010.0,October,,nan,heterosexual or straight,nan,,I earned more,227.0,Different High School,,No,No,yes,yes,yes,no,"No, I did NOT meet [Partner Name] through the Internet",nan,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,,,1.0279387,"unpartnered, has had past partner",1,2005375,2005.4584,36.0,0.08337402,2005.4584,0.0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,227.0,4.0,no,yes,no,no,White,no,12.0,12.0,12.0,12.0
2525,3055,2874287,Qualified,0.8211,64323.0,,0.8164,63955.0,0.92315,64076.0,48,Completed survey in over 2 minutes,gen pop,Yes,2,No,We broke up,I wanted to break up more,nan,nan,nan,No (Not Latino or Hispanic),1956.0,10th grade,10th grade,Leans Republican,7th or 8th grade,I met [Partner Name] in [answer in Q15A7_2],0.0,Once,I am sexually attracted only to men,nan,No,1994,April,2005,April,nan,nan,nan,nan,2008,February,Q21B_2,nan,nan,heterosexual or straight,nan,nan,[Partner Name] earned more,Different High School,nan,No,No,No,No,No,No,Yes,"No, I did NOT meet [Partner Name] through the Internet","No, I have not met anyone for dating, romance, or sex in the past year",nan,nan,nan,Leans Democrat,Not asked,No,Every day,Yes,Once a week,63,55-64,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,Yes,2,A building with 2 or more apartments,"$7,500 to $9,999",Divorced,Metro,South,South Atlantic,Rented for cash,0,0,0,0,2,Not working - disabled,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,took the survey,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Male,nan,No (Not Latino or Hispanic),White,61.0,10th grade,10th grade,Leans Republican,7th or 8th grade,United States,United States,I met [Partner Name] in [Answer in Q15A6],0.0,1.0,sexually attracted only to opposite gender,nan,No,1994.0,April,no,2005.0,April,0.0,,nan,,,nan,2008.0,February,,nan,heterosexual or straight,nan,,[Partner Name] earned more,898.0,Different High School,,No,No,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",nan,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,,,0.90393054,"unpartnered, has had past partner",1,1994.2916,2005.2916,40.0,11.0,,,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,898.0,3.0,no,yes,yes,no,White,no,10.0,7.5,10.0,12.0
2530,3061,1883009,Qualified,1.4658,114827.0,,1.4574,114169.0,1.6479652,114385.0,8,Completed survey in over 2 minutes,gen pop,Yes,2,Yes,nan,nan,separation with no divorce,[Partner Name] wanted the [divorce/separation] more.,nan,No (Not Latino or Hispanic),Refused,"Some college, no degree","Some college, no degree",Leans Democrat,HS graduate or GED,I met [Partner Name] in [answer in Q15A7_2],5.0,Refused,nan,I am sexually attracted only to women,Yes,Refused,Refused,Refused,Refused,Refused,Refused,Refused,Refused,Refused,Refused,nan,nan,nan,heterosexual or straight,nan,nan,[Partner Name] earned more,Different High School,nan,No,No,Yes,No,No,No,No,"No, I did NOT meet [Partner Name] through the Internet","No, I have not met anyone for dating, romance, or sex in the past year",nan,nan,nan,Strong Democrat,Yes,Not asked,At least once a week but not every day,No,Once or twice a month,36,35-44,30-44,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"Black, Non-Hispanic",Male,No,2,A one-family house detached from any other house,"$7,500 to $9,999",Never married,Non-Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - disabled,No,Yes,No,No,No,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,took the survey,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Female,nan,No (Not Latino or Hispanic),White,,"Some college, no degree","Some college, no degree",Leans Democrat,HS graduate or GED,United States,United States,I met [Partner Name] in [Answer in Q15A6],5.0,,sexually attracted only to opposite gender,nan,Yes,,nan,nan,,nan,,,nan,,,nan,,nan,,nan,heterosexual or straight,nan,,[Partner Name] earned more,9.0,Different High School,,No,No,yes,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",nan,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,,,1.6136556,"unpartnered, has had past partner",0,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,9.0,1.0,no,no,no,no,Black or African American,yes,13.0,12.0,13.0,12.0
2532,3063,2223731,Qualified,0.7441,58291.0,,0.7398,57954.0,0.836534,58064.0,23,Completed survey in over 2 minutes,gen pop,Yes,2,Yes,nan,nan,divorce,[Partner Name] wanted the [divorce/separation] more.,nan,No (Not Latino or Hispanic),1964.0,7th or 8th grade,HS graduate or GED,Undecided/Independent/Other,"Some college, no degree",I met [Partner Name] in [answer in Q15A7_2],2.0,Once,nan,I am sexually attracted only to women,Yes,1980,May,1980,May,1980,May,1983,February,1993,June,Q21D_2,nan,nan,heterosexual or straight,nan,nan,I earned more,Different High School,nan,No,No,No,No,No,Yes,No,"No, I did NOT meet [Partner Name] through the Internet","No, I have not met anyone for dating, romance, or sex in the past year",nan,nan,nan,Strong Democrat,Yes,No,At least once a week but not every day,No,Once a year or less,61,55-64,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Male,Yes,3,A building with 2 or more apartments,"$10,000 to $12,499",Divorced,Non-Metro,Midwest,East-North Central,Occupied without payment of cash rent,0,0,0,0,3,Not working - disabled,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,took the survey,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Female,nan,No (Not Latino or Hispanic),White,53.0,7th or 8th grade,HS graduate or GED,Undecided/Independent/Other,"Some college, no degree",United States,United States,I met [Partner Name] in [Answer in Q15A6],2.0,1.0,sexually attracted only to opposite gender,nan,Yes,1980.0,May,no,1980.0,May,0.0,1980.0,May,,1983.0,February,1993.0,June,,nan,heterosexual or straight,nan,,I earned more,549.0,Different High School,,No,No,no,no,no,yes,"No, I did NOT meet [Partner Name] through the Internet",nan,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,,,0.81911784,"unpartnered, has had past partner",0,1980375,1980375,24.0,0.0,1980375,0.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,549.0,1.0,no,no,no,no,White,no,12.0,13.0,7.5,13.0
2538,3069,1357645,Qualified,0.9221,72235.0,,0.9168,71820.0,1.0366781,71956.0,7,Completed survey in over 2 minutes,gen pop,Yes,2,No,We broke up,[Partner Name] wanted to break up more,nan,nan,nan,No (Not Latino or Hispanic),1945.0,Bachelors degree,HS graduate or GED,Leans Republican,HS graduate or GED,I met [Partner Name] in [answer in Q15A7_2],0.0,Once,I am sexually attracted only to men,nan,Yes,1970,January,1970,February,1974,January,nan,nan,1990,June,Q21C_2,nan,nan,heterosexual or straight,nan,nan,[Partner Name] earned more,Different High School,Did not attend same college or university,No,No,No,No,No,Yes,No,"No, I did NOT meet [Partner Name] through the Internet","No, I have not met anyone for dating, romance, or sex in the past year",nan,nan,nan,Not Strong Republican,Not asked,Yes,Every day,No,Once a week,70,65-74,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Female,Yes,1,A one-family house detached from any other house,"$175,000 to $199,999",Divorced,Metro,Northeast,New England,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,took the survey,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Male,nan,No (Not Latino or Hispanic),White,72.0,Bachelors degree,HS graduate or GED,Leans Republican,HS graduate or GED,United States,United States,I met [Partner Name] in [Answer in Q15A6],0.0,1.0,sexually attracted only to opposite gender,nan,Yes,1970.0,January,no,1970.0,February,0.0,1974.0,January,,,nan,1990.0,June,,nan,heterosexual or straight,nan,,[Partner Name] earned more,11.0,Different High School,2.0,No,No,no,no,no,yes,"No, I did NOT meet [Partner Name] through the Internet",nan,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,,,1.015095,"unpartnered, has had past partner",1,1970.0416,1970125,23.0,0.08337402,1974.0416,3.916626,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,11.0,2.0,no,yes,no,yes,White,no,12.0,12.0,16.0,13.0
2541,3074,2135067,Qualified,1.4257,111686.0,,1.4176,111051.0,1.6029612,111262.0,7,Completed survey in over 2 minutes,gen pop,Yes,2,Yes,nan,nan,"[Partner Name] passed away, is deceased",nan,nan,"Yes, Puerto Rican",1943.0,5th or 6th grade,No formal education,Not Strong Democrat,No formal education,I met [Partner Name] in [answer in Q15A7_2],10.0,Once,I am sexually attracted only to men,nan,Yes,1964,May,1965,July,1965,July,1976,June,nan,nan,Q21D_2,2008,Refused,heterosexual or straight,nan,nan,We earned about the same amount,Refused,nan,Yes,No,No,Yes,No,No,No,"No, I did NOT meet [Partner Name] through the Internet","No, I have not met anyone for dating, romance, or sex in the past year",nan,nan,nan,Not Strong Democrat,Yes,Yes,Every day,Yes,More than once a week,71,65-74,60+,9th grade,Less than high school,Hispanic,Female,No,6,A one-family house detached from any other house,"$35,000 to $39,999",Widowed,Metro,South,South Atlantic,Rented for cash,0,0,0,0,6,Not working - disabled,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,took the survey,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Male,nan,"Yes, Puerto Rican",White,74.0,5th or 6th grade,No formal education,Not Strong Democrat,No formal education,"Another country, please specify","Another country, please specify",I met [Partner Name] in [Answer in Q15A6],10.0,1.0,sexually attracted only to opposite gender,nan,Yes,1964.0,May,no,1965.0,July,0.0,1965.0,July,,1976.0,June,,nan,2008.0,nan,heterosexual or straight,nan,,We earned about the same amount,75.0,Refused,,Yes,No,no,yes,no,no,"No, I did NOT meet [Partner Name] through the Internet",nan,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,,,1.5695884,"unpartnered, has had past partner",1,1964375,1965.5416,18.0,1.166626,1965.5416,0.0,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,75.0,3.0,yes,no,no,no,White,no,0.0,0.0,5.5,9.0
2553,3086,1809787,Not Qualified,,,,1.1351,88921.0,1.2835222,89089.0,2,Completed survey in under 2 minutes,gen pop,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Not asked,Not asked,Not asked,nan,nan,20,18-24,18-29,11th grade,Less than high school,"White, Non-Hispanic",Female,No,5,A one-family house detached from any other house,"$125,000 to $149,999",Never married,Metro,South,East-South Central,Owned or being bought by you or someone in your household,0,0,0,0,5,Working - as a paid employee,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"excluded b.c. never had a partner, S3==2",nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,,nan,nan,,nan,,,nan,,,nan,,nan,,nan,nan,nan,,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,,1.2568,never had a partner,1,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,White,nan,,,,11.0
2565,3099,2704975,Qualified,1.1303,88545.0,,1.1238,88036.0,1.2707448,88203.0,5,Completed survey in over 2 minutes,gen pop,Yes,2,No,We broke up,[Partner Name] wanted to break up more,nan,nan,nan,No (Not Latino or Hispanic),1997.0,"Some college, no degree",HS graduate or GED,Not Strong Republican,Bachelors degree,I met [Partner Name] in [answer in Q15A7_2],5.0,Never married,nan,I am sexually attracted only to women,No,2014,February,2014,April,nan,nan,nan,nan,2015,May,Q21B_2,nan,nan,heterosexual or straight,nan,nan,I earned more,Same High School,nan,Yes,No,Yes,Yes,Yes,No,No,"No, I did NOT meet [Partner Name] through the Internet","Yes, I have met at least one person for dating, romance, or sex in the past year.","Two to Five people. I met between two and five different people in the past year for dating, romance, or sex.","No, I have not used a phone dating app in the past year to meet someone in person",nan,Leans Democrat,Yes,Yes,Every day,Not asked,A few times a year,21,18-24,18-29,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,3,A one-family house attached to one or more houses,"$20,000 to $24,999",Never married,Metro,Midwest,East-North Central,Rented for cash,0,0,0,0,3,Working - as a paid employee,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,took the survey,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Female,nan,No (Not Latino or Hispanic),White,20.0,"Some college, no degree",HS graduate or GED,Not Strong Republican,Bachelors degree,United States,United States,I met [Partner Name] in [Answer in Q15A6],5.0,0.0,sexually attracted only to opposite gender,nan,No,2014.0,February,no,2014.0,April,0.0,,nan,,,nan,2015.0,May,,nan,heterosexual or straight,nan,,I earned more,119.0,Same High School,,Yes,No,yes,yes,yes,no,"No, I did NOT meet [Partner Name] through the Internet",nan,"Yes, I have met at least one person for dating, romance, or sex besides [Partner Name] in  the past year.","Yes, I have met at least one person for dating, romance, or sex in the past year.",1.0,nan,3.5,yes,no,,0.0,1.2442886,"unpartnered, has had past partner",0,2014125,2014.2916,18.0,0.16662598,,,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,119.0,2.0,no,no,no,yes,White,no,12.0,16.0,13.0,12.0
